trip_id,stop_sequence,stop_id,arrival_time,departure_time
L1_5,23,150-01,09:57:00,09:57:00
L1_5,24,107-01,09:58:00,09:58:00
L1_5,25,109-01,10:00:00,10:00:00
L1_5,26,108-01,10:01:00,10:01:00
L1_5,27,112-01,10:05:00,10:05:00
L1_5,28,113-01,10:06:00,10:06:00
L1_5,29,114-01,10:07:00,10:07:00
L1_5,30,147-02,10:09:00,10:09:00
L1_5,31,115-01,10:11:00,10:11:00
L1_5,32,146-01,10:16:00,10:16:00
L1_5,33,110-01,10:18:00,10:18:00
L1_5,34,126-02,10:20:00,10:20:00
L1_5,35,111-01,10:24:00,10:24:00
L1_5,36,126-01,10:28:00,10:28:00
L1_5,37,110-02,10:30:00,10:30:00
L1_6,0,110-02,12:05:00,12:05:00
L1_6,1,146-01,12:07:00,12:07:00
L1_6,2,115-01,12:13:00,12:13:00
L1_6,3,147-01,12:15:00,12:15:00
L1_6,4,114-02,12:17:00,12:17:00
L1_6,5,113-02,12:18:00,12:18:00
L1_6,6,112-01,12:19:00,12:19:00
L1_6,7,108-02,12:23:00,12:23:00
L1_6,8,109-02,12:24:00,12:24:00
L1_6,9,107-01,12:26:00,12:26:00
L1_6,10,106-01,12:28:00,12:28:00
L1_6,11,148-01,12:30:00,12:30:00
L1_6,12,105-01,12:31:00,12:31:00
L1_6,13,149-01,12:34:00,12:34:00
L1_6,14,104-02,12:36:00,12:36:00
L1_6,15,103-01,12:37:00,12:37:00
L1_6,16,102-01,12:39:00,12:39:00
L1_6,17,101-01,12:40:00,12:40:00
L1_6,18,100-01,12:41:00,12:41:00
L1_6,19,101-01,12:42:00,12:42:00
L1_6,20,102-01,12:43:00,12:43:00
L1_6,21,103-01,12:45:00,12:45:00
L1_6,22,104-01,12:46:00,12:46:00
L1_6,23,149-01,12:48:00,12:48:00
L1_6,24,105-01,12:51:00,12:51:00
L1_6,25,148-01,12:52:00,12:52:00
L1_6,26,106-01,12:54:00,12:54:00
L1_6,27,107-01,12:56:00,12:56:00
L1_6,28,109-01,12:58:00,12:58:00
L1_6,29,108-01,12:59:00,12:59:00
L1_6,30,112-01,13:03:00,13:03:00
L1_6,31,113-01,13:04:00,13:04:00
L1_6,32,114-01,13:05:00,13:05:00
L1_6,33,147-02,13:07:00,13:07:00
L1_6,34,115-01,13:09:00,13:09:00
L1_6,35,146-01,13:15:00,13:15:00
L1_6,36,110-01,13:17:00,13:17:00
L1_6,37,126-02,13:19:00,13:19:00
L1_6,38,111-01,13:23:00,13:23:00
L1_6,39,126-01,13:28:00,13:28:00
L1_6,40,110-02,13:30:00,13:30:00
L1_7,0,110-02,15:30:00,15:30:00
L1_7,1,146-01,15:32:00,15:32:00
L1_7,2,115-01,15:38:00,15:38:00
L1_7,3,147-01,15:40:00,15:40:00
L1_7,4,114-02,15:42:00,15:42:00
L1_7,5,113-02,15:43:00,15:43:00
L1_7,6,112-01,15:44:00,15:44:00
L1_7,7,108-02,15:48:00,15:48:00
L1_7,8,109-02,15:49:00,15:49:00
L1_7,9,107-01,15:51:00,15:51:00
L1_7,10,106-01,15:53:00,15:53:00
L1_7,11,148-01,15:55:00,15:55:00
L1_7,12,105-01,15:56:00,15:56:00
L1_7,13,149-01,15:59:00,15:59:00
L1_7,14,104-02,16:01:00,16:01:00
L1_7,15,103-01,16:02:00,16:02:00
L1_7,16,102-01,16:04:00,16:04:00
L1_7,17,101-01,16:05:00,16:05:00
L1_7,18,100-01,16:06:00,16:06:00
L1_7,19,101-01,16:07:00,16:07:00
L1_7,20,102-01,16:08:00,16:08:00
L1_7,21,103-01,16:10:00,16:10:00
L1_7,22,104-01,16:11:00,16:11:00
L1_7,23,149-01,16:13:00,16:13:00
L1_7,24,105-01,16:16:00,16:16:00
L1_7,25,148-01,16:17:00,16:17:00
L1_7,26,106-01,16:19:00,16:19:00
L1_7,27,107-01,16:21:00,16:21:00
L1_7,28,109-01,16:23:00,16:23:00
L1_7,29,108-01,16:24:00,16:24:00
L1_7,30,112-01,16:28:00,16:28:00
L1_7,31,113-01,16:29:00,16:29:00
L1_7,32,114-01,16:30:00,16:30:00
L1_7,33,147-02,16:32:00,16:32:00
L1_7,34,115-01,16:34:00,16:34:00
L1_7,35,146-01,16:40:00,16:40:00
L1_7,36,110-01,16:47:00,16:47:00
L1_7,37,126-02,16:49:00,16:49:00
L1_7,38,111-01,16:53:00,16:53:00
L1_7,39,126-01,16:58:00,16:58:00
L1_7,40,110-02,17:00:00,17:00:00
L1_8,0,110-02,18:35:00,18:35:00
L1_8,1,146-01,18:37:00,18:37:00
L1_8,2,115-01,18:42:00,18:42:00
L1_8,3,147-01,18:44:00,18:44:00
L1_8,4,114-02,18:46:00,18:46:00
L1_8,5,113-02,18:47:00,18:47:00
L1_8,6,112-01,18:48:00,18:48:00
L1_8,7,108-02,18:52:00,18:52:00
L1_8,8,109-02,18:53:00,18:53:00
L1_8,9,107-01,18:55:00,18:55:00
L1_8,10,148-01,18:57:00,18:57:00
L1_8,11,105-01,18:58:00,18:58:00
L1_8,12,104-02,18:59:00,18:59:00
L1_8,13,103-01,19:00:00,19:00:00
L1_8,14,102-01,19:02:00,19:02:00
L1_8,15,101-01,19:03:00,19:03:00
L1_8,16,100-01,19:04:00,19:04:00
L1_8,17,101-01,19:05:00,19:05:00
L1_8,18,102-01,19:06:00,19:06:00
L1_8,19,103-01,19:08:00,19:08:00
L1_8,20,104-01,19:09:00,19:09:00
L1_8,21,105-01,19:10:00,19:10:00
L1_8,22,148-01,19:11:00,19:11:00
L1_8,23,150-01,19:12:00,19:12:00
L1_8,24,107-01,19:13:00,19:13:00
L1_8,25,109-01,19:15:00,19:15:00
L1_8,26,108-01,19:16:00,19:16:00
L1_8,27,112-01,19:20:00,19:20:00
L1_8,28,113-01,19:21:00,19:21:00
L1_8,29,114-01,19:22:00,19:22:00
L1_8,30,147-02,19:24:00,19:24:00
L1_8,31,115-01,19:26:00,19:26:00
L1_8,32,146-01,19:31:00,19:31:00
L1_8,33,110-01,19:33:00,19:33:00
L1_8,34,126-02,19:35:00,19:35:00
L1_8,35,111-01,19:39:00,19:39:00
L1_8,36,126-01,19:43:00,19:43:00
L1_8,37,110-02,19:45:00,19:45:00
L2_1,0,110-02,05:45:00,05:45:00
L2_1,1,136-03,05:48:00,05:48:00
L2_1,2,151-01,05:50:00,05:50:00
L2_1,3,145-01,05:53:00,05:53:00
L2_1,4,144-02,05:55:00,05:55:00
L2_1,5,143-01,05:57:00,05:57:00
L2_1,6,152-01,06:01:00,06:01:00
L2_1,7,140-02,06:03:00,06:03:00
L2_1,8,153-01,06:05:00,06:05:00
L2_1,9,140-01,06:07:00,06:07:00
L2_1,10,141-01,06:08:00,06:08:00
L2_1,11,133-01,06:13:00,06:13:00
L2_1,12,137-01,06:14:00,06:14:00
L2_1,13,132-02,06:15:00,06:15:00
L2_1,14,131-02,06:17:00,06:17:00
L2_1,15,130-01,06:20:00,06:20:00
L2_1,16,142-01,06:25:00,06:25:00
L2_1,17,141-02,06:29:00,06:29:00
L2_1,18,140-02,06:30:00,06:30:00
L2_1,19,153-01,06:32:00,06:32:00
L2_1,20,140-01,06:34:00,06:34:00
L2_1,21,152-01,06:36:00,06:36:00
L2_1,22,143-01,06:39:40,06:39:40
L2_2,0,143-01,06:40:00,06:40:00
L2_2,1,133-01,06:45:00,06:45:00
L2_2,2,137-01,06:46:00,06:46:00
L2_2,3,132-02,06:47:00,06:47:00
L2_2,4,131-02,06:49:00,06:49:00
L2_2,5,130-01,06:52:00,06:52:00
L2_2,6,129-01,06:56:00,06:56:00
L2_2,7,128-02,06:57:00,06:57:00
L2_2,8,127-01,06:59:00,06:59:00
L2_2,9,128-01,07:02:00,07:02:00
L2_2,10,129-01,07:03:00,07:03:00
L2_2,11,130-01,07:07:00,07:07:00
L2_2,12,131-01,07:10:00,07:10:00
L2_2,13,132-01,07:12:00,07:12:00
L2_2,14,142-01,07:13:00,07:13:00
L2_2,15,141-02,07:17:00,07:17:00
L2_2,16,140-02,07:20:00,07:20:00
L2_2,17,138-01,07:25:00,07:25:00
L2_2,18,153-01,07:27:00,07:27:00
L2_2,19,140-01,07:29:00,07:29:00
L2_2,20,152-01,07:30:00,07:30:00
L2_2,21,143-01,07:34:00,07:34:00
L2_2,22,144-01,07:36:00,07:36:00
L2_2,23,145-01,07:38:00,07:38:00
L2_2,24,151-01,07:40:00,07:40:00
L2_2,25,136-01,07:42:00,07:42:00
L2_2,26,135-02,07:45:00,07:45:00
L2_2,27,110-01,07:50:00,07:50:00
L2_3,0,110-02,09:15:00,09:15:00
L2_3,1,136-03,09:19:00,09:19:00
L2_3,2,151-01,09:20:00,09:20:00
L2_3,3,145-01,09:23:00,09:23:00
L2_3,4,144-02,09:25:00,09:25:00
L2_3,5,143-01,09:27:00,09:27:00
L2_3,6,152-01,09:31:00,09:31:00
L2_3,7,140-02,09:33:00,09:33:00
L2_3,8,138-01,09:36:00,09:36:00
L2_3,9,153-01,09:38:00,09:38:00
L2_3,10,140-01,09:40:00,09:40:00
L2_3,11,141-01,09:41:00,09:41:00
L2_3,12,142-01,09:45:00,09:45:00
L2_3,13,130-01,09:49:00,09:49:00
L2_3,14,129-01,09:53:00,09:53:00
L2_3,15,128-02,09:54:00,09:54:00
L2_3,16,127-01,09:57:00,09:57:00
L2_3,17,128-01,10:00:00,10:00:00
L2_3,18,129-01,10:01:00,10:01:00
L2_3,19,130-01,10:05:00,10:05:00
L2_3,20,142-01,10:10:00,10:10:00
L2_3,21,141-02,10:14:00,10:14:00
L2_3,22,140-02,10:15:00,10:15:00
L2_3,23,138-01,10:18:00,10:18:00
L2_3,24,153-01,10:20:00,10:20:00
L2_3,25,140-01,10:22:00,10:22:00
L2_3,26,152-01,10:24:00,10:24:00
L2_3,27,143-01,10:28:00,10:28:00
L2_3,28,144-01,10:30:00,10:30:00
L2_3,29,145-01,10:32:00,10:32:00
L2_3,30,151-01,10:35:00,10:35:00
L2_3,31,136-01,10:36:00,10:36:00
L2_3,32,110-01,10:40:00,10:40:00
L2_4,0,110-02,12:25:00,12:25:00
L2_4,1,136-03,12:29:00,12:29:00
L2_4,2,151-01,12:30:00,12:30:00
L2_4,3,145-01,12:33:00,12:33:00
L2_4,4,144-02,12:35:00,12:35:00
L2_4,5,143-01,12:37:00,12:37:00
L2_4,6,152-01,12:41:00,12:41:00
L2_4,7,140-02,12:43:00,12:43:00
L2_4,8,138-01,12:46:00,12:46:00
L2_4,9,153-01,12:48:00,12:48:00
L2_4,10,140-01,12:50:00,12:50:00
L2_4,11,141-01,12:51:00,12:51:00
L2_4,12,142-01,12:55:00,12:55:00
L2_4,13,130-01,12:59:00,12:59:00
L2_4,14,129-01,13:03:00,13:03:00
L2_4,15,128-02,13:04:00,13:04:00
L2_4,16,127-01,13:07:00,13:07:00
L2_4,17,128-01,13:10:00,13:10:00
L2_4,18,129-01,13:11:00,13:11:00
L2_4,19,130-01,13:15:00,13:15:00
L2_4,20,142-01,13:20:00,13:20:00
L2_4,21,141-02,13:24:00,13:24:00
L2_4,22,140-02,13:25:00,13:25:00
L2_4,23,138-01,13:28:00,13:28:00
L2_4,24,153-01,13:30:00,13:30:00
L2_4,25,140-01,13:32:00,13:32:00
L2_4,26,152-01,13:34:00,13:34:00
L2_4,27,143-01,13:38:00,13:38:00
L2_4,28,144-01,13:40:00,13:40:00
L2_4,29,145-01,13:42:00,13:42:00
L2_4,30,151-01,13:45:00,13:45:00
L2_4,31,136-01,13:46:00,13:46:00
L2_4,32,110-01,13:50:00,13:50:00
L2_5,0,110-02,15:05:00,15:05:00
L2_5,1,135-02,15:10:00,15:10:00
L2_5,2,136-01,15:13:00,15:13:00
L2_5,3,151-01,15:14:00,15:14:00
L2_5,4,145-01,15:16:00,15:16:00
L2_5,5,144-02,15:18:00,15:18:00
L2_5,6,143-01,15:20:00,15:20:00
L2_5,7,152-01,15:24:00,15:24:00
L2_5,8,140-02,15:25:00,15:25:00
L2_5,9,138-01,15:29:00,15:29:00
L2_5,10,153-01,15:31:00,15:31:00
L2_5,11,140-01,15:33:00,15:33:00
L2_5,12,141-01,15:34:00,15:34:00
L2_5,13,142-01,15:38:00,15:38:00
L2_5,14,133-01,15:42:00,15:42:00
L2_5,15,137-01,15:43:00,15:43:00
L2_5,16,132-02,15:44:00,15:44:00
L2_5,17,131-02,15:45:00,15:45:00
L2_5,18,130-01,15:48:00,15:48:00
L2_5,19,129-01,15:52:00,15:52:00
L2_5,20,128-02,15:53:00,15:53:00
L2_5,21,127-01,15:56:00,15:56:00
L2_5,22,128-01,15:58:00,15:58:00
L2_5,23,129-01,15:59:00,15:59:00
L2_5,24,130-01,16:03:00,16:03:00
L2_5,25,131-01,16:06:00,16:06:00
L2_5,26,132-01,16:08:00,16:08:00
L2_5,27,133-01,16:10:00,16:10:00
L2_5,28,143-01,16:14:40,16:14:40
L2_6,0,143-01,16:15:00,16:15:00
L2_6,1,152-01,16:19:00,16:19:00
L2_6,2,140-02,16:21:00,16:21:00
L2_6,3,153-01,16:23:00,16:23:00
L2_6,4,140-01,16:25:00,16:25:00
L2_6,5,141-01,16:26:00,16:26:00
L2_6,6,142-01,16:30:00,16:30:00
L2_6,7,130-01,16:35:00,16:35:00
L2_6,8,131-01,16:38:00,16:38:00
L2_6,9,132-01,16:40:00,16:40:00
L2_6,10,133-01,16:42:00,16:42:00
L2_6,11,141-02,16:47:00,16:47:00
L2_6,12,140-02,16:48:00,16:48:00
L2_6,13,153-01,16:50:00,16:50:00
L2_6,14,140-01,16:52:00,16:52:00
L2_6,15,152-01,16:54:00,16:54:00
L2_6,16,143-01,16:58:00,16:58:00
L2_6,17,144-01,17:00:00,17:00:00
L2_6,18,145-01,17:02:00,17:02:00
L2_6,19,151-01,17:05:00,17:05:00
L2_6,20,136-01,17:07:00,17:07:00
L2_6,21,110-01,17:09:40,17:09:40
L2_7,0,110-02,17:10:00,17:10:00
L2_7,1,136-03,17:13:00,17:13:00
L2_7,2,151-01,17:14:00,17:14:00
L2_7,3,145-01,17:17:00,17:17:00
L2_7,4,144-02,17:19:00,17:19:00
L2_7,5,143-01,17:21:00,17:21:00
L2_7,6,152-01,17:25:00,17:25:00
L2_7,7,140-02,17:27:00,17:27:00
L2_7,8,153-01,17:29:00,17:29:00
L2_7,9,140-01,17:31:00,17:31:00
L2_7,10,141-01,17:32:00,17:32:00
L2_7,11,133-01,17:38:00,17:38:00
L2_7,12,137-01,17:39:00,17:39:00
L2_7,13,132-02,17:40:00,17:40:00
L2_7,14,131-02,17:42:00,17:42:00
L2_7,15,130-01,17:45:00,17:45:00
L2_7,16,129-01,17:49:00,17:49:00
L2_7,17,128-02,17:50:00,17:50:00
L2_7,18,127-01,17:52:00,17:52:00
L2_7,19,128-01,17:55:00,17:55:00
L2_7,20,129-01,17:56:00,17:56:00
L2_7,21,130-01,18:00:00,18:00:00
L2_7,22,131-01,18:03:00,18:03:00
L2_7,23,132-01,18:05:00,18:05:00
L2_7,24,133-01,18:06:00,18:06:00
L2_7,25,141-02,18:12:00,18:12:00
L2_7,26,140-02,18:14:00,18:14:00
L2_7,27,153-01,18:16:00,18:16:00
L2_7,28,140-01,18:18:00,18:18:00
L2_7,29,152-01,18:20:00,18:20:00
L2_7,30,143-01,18:24:00,18:24:00
L2_7,31,144-01,18:26:00,18:26:00
L2_7,32,145-01,18:28:00,18:28:00
L2_7,33,151-01,18:31:00,18:31:00
L2_7,34,136-01,18:32:00,18:32:00
L2_7,35,110-01,18:35:00,18:35:00
L3_1,0,110-02,08:00:00,08:00:00
L3_1,1,126-02,08:02:00,08:02:00
L3_1,2,116-01,08:06:00,08:06:00
L3_1,3,117-01,08:07:00,08:07:00
L3_1,4,156-01,08:08:00,08:08:00
L3_1,5,118-01,08:10:00,08:10:00
L3_1,6,156-01,08:12:00,08:12:00
L3_1,7,117-01,08:13:00,08:13:00
L3_1,8,116-02,08:14:00,08:14:00
L3_1,9,154-01,08:15:00,08:15:00
L3_1,10,155-01,08:16:00,08:16:00
L3_1,11,126-01,08:18:00,08:18:00
L3_1,12,110-02,08:20:00,08:20:00
L3_2,0,110-02,10:40:00,10:40:00
L3_2,1,126-02,10:42:00,10:42:00
L3_2,2,116-01,10:46:00,10:46:00
L3_2,3,117-01,10:47:00,10:47:00
L3_2,4,156-01,10:48:00,10:48:00
L3_2,5,118-01,10:50:00,10:50:00
L3_2,6,156-01,10:52:00,10:52:00
L3_2,7,117-01,10:53:00,10:53:00
L3_2,8,116-02,10:54:00,10:54:00
L3_2,9,154-01,10:55:00,10:55:00
L3_2,10,155-01,10:56:00,10:56:00
L3_2,11,126-01,10:58:00,10:58:00
L3_2,12,110-02,11:00:00,11:00:00
L3_3,0,110-02,13:30:00,13:30:00
L3_3,1,126-02,13:32:00,13:32:00
L3_3,2,116-01,13:36:00,13:36:00
L3_3,3,117-01,13:37:00,13:37:00
L3_3,4,156-01,13:38:00,13:38:00
L3_3,5,118-01,13:40:00,13:40:00
L3_3,6,156-01,13:42:00,13:42:00
L3_3,7,117-01,13:43:00,13:43:00
L3_3,8,116-02,13:44:00,13:44:00
L3_3,9,154-01,13:45:00,13:45:00
L3_3,10,155-01,13:46:00,13:46:00
L3_3,11,126-01,13:48:00,13:48:00
L3_3,12,110-02,13:50:00,13:50:00
L3_4,0,110-02,15:10:00,15:10:00
L3_4,1,126-02,15:12:00,15:12:00
L3_4,2,116-01,15:16:00,15:16:00
L3_4,3,117-01,15:17:00,15:17:00
L3_4,4,156-01,15:18:00,15:18:00
L3_4,5,118-01,15:20:00,15:20:00
L3_4,6,156-01,15:22:00,15:22:00
L3_4,7,117-01,15:23:00,15:23:00
L3_4,8,116-02,15:24:00,15:24:00
L3_4,9,154-01,15:25:00,15:25:00
L3_4,10,155-01,15:26:00,15:26:00
L3_4,11,126-01,15:28:00,15:28:00
L3_4,12,110-02,15:30:00,15:30:00
L3_5,0,110-02,17:00:00,17:00:00
L3_5,1,126-02,17:02:00,17:02:00
L3_5,2,116-01,17:06:00,17:06:00
L3_5,3,117-01,17:07:00,17:07:00
L3_5,4,156-01,17:08:00,17:08:00
L3_5,5,118-01,17:10:00,17:10:00
L3_5,6,156-01,17:12:00,17:12:00
L3_5,7,117-01,17:13:00,17:13:00
L3_5,8,116-02,17:14:00,17:14:00
L3_5,9,154-01,17:15:00,17:15:00
L3_5,10,155-01,17:16:00,17:16:00
L3_5,11,126-01,17:18:00,17:18:00
L3_5,12,110-02,17:20:00,17:20:00
L4_1,0,110-02,08:25:00,08:25:00
L4_1,1,136-02,08:28:00,08:28:00
L4_1,2,135-02,08:31:00,08:31:00
L4_1,3,157-01,08:32:00,08:32:00
L4_1,4,158-01,08:36:00,08:36:00
L4_1,5,124-01,08:38:00,08:38:00
L4_1,6,123-01,08:42:00,08:42:00
L4_1,7,122-01,08:46:00,08:46:00
L4_1,8,121-01,08:47:00,08:47:00
L4_1,9,120-01,08:52:00,08:52:00
L4_1,10,119-01,08:55:00,08:55:00
L4_1,11,121-01,09:00:00,09:00:00
L4_1,12,122-01,09:01:00,09:01:00
L4_1,13,123-01,09:05:00,09:05:00
L4_1,14,124-01,09:09:00,09:09:00
L4_1,15,158-01,09:11:00,09:11:00
L4_1,16,157-01,09:15:00,09:15:00
L4_1,17,135-01,09:16:00,09:16:00
L4_1,18,136-01,09:18:00,09:18:00
L4_1,19,110-01,09:20:00,09:20:00
L4_2,0,110-02,14:00:00,14:00:00
L4_2,1,136-02,14:03:00,14:03:00
L4_2,2,135-02,14:06:00,14:06:00
L4_2,3,157-01,14:07:00,14:07:00
L4_2,4,158-01,14:11:00,14:11:00
L4_2,5,124-01,14:13:00,14:13:00
L4_2,6,123-01,14:17:00,14:17:00
L4_2,7,122-01,14:21:00,14:21:00
L4_2,8,121-01,14:22:00,14:22:00
L4_2,9,120-01,14:27:00,14:27:00
L4_2,10,119-01,14:30:00,14:30:00
L4_2,11,121-01,14:35:00,14:35:00
L4_2,12,122-01,14:36:00,14:36:00
L4_2,13,123-01,14:40:00,14:40:00
L4_2,14,124-01,14:44:00,14:44:00
L4_2,15,158-01,14:46:00,14:46:00
L4_2,16,157-01,14:50:00,14:50:00
L4_2,17,135-01,14:51:00,14:51:00
L4_2,18,136-01,14:53:00,14:53:00
L4_2,19,110-01,14:55:00,14:55:00
L5_1,0,110-02,11:05:00,11:05:00
L5_1,1,126-02,11:07:00,11:07:00
L5_1,2,125-02,11:09:00,11:09:00
L5_1,3,124-02,11:11:00,11:11:00
L5_1,4,158-01,11:12:00,11:12:00
L5_1,5,157-01,11:15:00,11:15:00
L5_1,6,135-02,11:17:00,11:17:00
L5_1,7,134-02,11:19:00,11:19:00
L5_1,8,133-01,11:21:00,11:21:00
L5_1,9,137-01,11:22:00,11:22:00
L5_1,10,132-02,11:23:00,11:23:00
L5_1,11,131-02,11:25:00,11:25:00
L5_1,12,132-01,11:27:00,11:27:00
L5_1,13,133-01,11:29:00,11:29:00
L5_1,14,134-01,11:31:00,11:31:00
L5_1,15,135-01,11:33:00,11:33:00
L5_1,16,157-01,11:35:00,11:35:00
L5_1,17,158-01,11:38:00,11:38:00
L5_1,18,124-01,11:39:00,11:39:00
L5_1,19,125-01,11:41:00,11:41:00
L5_1,20,126-01,11:43:00,11:43:00
L5_1,21,110-02,11:45:00,11:45:00
L5_2,0,110-02,13:50:00,13:50:00
L5_2,1,126-02,13:52:00,13:52:00
L5_2,2,125-02,13:54:00,13:54:00
L5_2,3,124-02,13:56:00,13:56:00
L5_2,4,158-01,13:57:00,13:57:00
L5_2,5,157-01,14:00:00,14:00:00
L5_2,6,135-02,14:02:00,14:02:00
L5_2,7,134-02,14:04:00,14:04:00
L5_2,8,133-01,14:06:00,14:06:00
L5_2,9,137-01,14:07:00,14:07:00
L5_2,10,132-02,14:08:00,14:08:00
L5_2,11,131-02,14:10:00,14:10:00
L5_2,12,132-01,14:12:00,14:12:00
L5_2,13,133-01,14:14:00,14:14:00
L5_2,14,134-01,14:16:00,14:16:00
L5_2,15,135-01,14:18:00,14:18:00
L5_2,16,157-01,14:20:00,14:20:00
L5_2,17,158-01,14:23:00,14:23:00
L5_2,18,124-01,14:24:00,14:24:00
L5_2,19,125-01,14:26:00,14:26:00
L5_2,20,126-01,14:28:00,14:28:00
L5_2,21,110-02,14:30:00,14:30:00
