trip_id,stop_sequence,stop_id,arrival_time,departure_time
K1B_3,1,109-02,11:01:00,11:01:00
K1B_3,2,108-02,11:02:00,11:02:00
K1B_3,3,107-02,11:04:00,11:04:00
K1B_3,4,106-02,11:06:00,11:06:00
K1B_3,5,105-02,11:08:00,11:08:00
K1B_3,6,103-02,11:10:00,11:10:00
K1B_3,7,102-02,11:11:00,11:11:00
K1B_3,8,101-02,11:12:00,11:12:00
K1B_3,9,111-01,11:13:00,11:13:00
K1B_3,10,100-02,11:14:00,11:14:00
K1B_4,0,110-02,17:30:00,17:30:00
K1B_4,1,109-02,17:31:00,17:31:00
K1B_4,2,108-02,17:32:00,17:32:00
K1B_4,3,107-02,17:34:00,17:34:00
K1B_4,4,106-02,17:36:00,17:36:00
K1B_4,5,105-02,17:38:00,17:38:00
K1B_4,6,103-02,17:40:00,17:40:00
K1B_4,7,102-02,17:41:00,17:41:00
K1B_4,8,101-02,17:42:00,17:42:00
K1B_4,9,111-01,17:43:00,17:43:00
K1B_4,10,100-02,17:44:00,17:44:00
K1B_5,0,110-02,17:55:00,17:55:00
K1B_5,1,109-02,17:56:00,17:56:00
K1B_5,2,108-02,17:57:00,17:57:00
K1B_5,3,107-02,17:59:00,17:59:00
K1B_5,4,106-02,18:01:00,18:01:00
K1B_5,5,105-02,18:03:00,18:03:00
K1B_5,6,103-02,18:05:00,18:05:00
K1B_5,7,102-02,18:06:00,18:06:00
K1B_5,8,101-02,18:07:00,18:07:00
K1B_5,9,111-01,18:08:00,18:08:00
K1B_5,10,100-02,18:09:00,18:09:00
K2A_1,0,112-01,06:45:00,06:45:00
K2A_1,1,113-01,06:46:00,06:46:00
K2A_1,2,114-01,06:47:00,06:47:00
K2A_1,3,115-01,06:49:00,06:49:00
K2A_1,4,116-01,06:51:00,06:51:00
K2A_1,5,117-01,06:54:00,06:54:00
K2A_1,6,118-01,06:56:00,06:56:00
K2A_1,7,119-01,06:57:00,06:57:00
K2A_1,8,120-01,06:58:00,06:58:00
K2A_1,9,121-01,07:00:00,07:00:00
K2A_1,10,144-01,07:01:00,07:01:00
K2A_1,11,105-01,07:02:00,07:02:00
K2A_1,12,106-01,07:04:00,07:04:00
K2A_1,13,107-01,07:06:00,07:06:00
K2A_1,14,108-01,07:08:00,07:08:00
K2A_1,15,109-01,07:09:00,07:09:00
K2A_1,16,110-01,07:10:00,07:10:00
K2A_2,0,112-01,10:00:00,10:00:00
K2A_2,1,113-01,10:01:00,10:01:00
K2A_2,2,114-01,10:02:00,10:02:00
K2A_2,3,115-01,10:04:00,10:04:00
K2A_2,4,116-01,10:06:00,10:06:00
K2A_2,5,117-01,10:09:00,10:09:00
K2A_2,6,118-01,10:11:00,10:11:00
K2A_2,7,119-01,10:12:00,10:12:00
K2A_2,8,120-01,10:13:00,10:13:00
K2A_2,9,121-01,10:15:00,10:15:00
K2A_2,10,144-01,10:16:00,10:16:00
K2A_2,11,105-01,10:17:00,10:17:00
K2A_2,12,106-01,10:19:00,10:19:00
K2A_2,13,107-01,10:21:00,10:21:00
K2A_2,14,108-01,10:23:00,10:23:00
K2A_2,15,109-01,10:24:00,10:24:00
K2A_2,16,110-01,10:25:00,10:25:00
K2A_3,0,112-01,10:35:00,10:35:00
K2A_3,1,113-01,10:36:00,10:36:00
K2A_3,2,114-01,10:37:00,10:37:00
K2A_3,3,115-01,10:39:00,10:39:00
K2A_3,4,116-01,10:41:00,10:41:00
K2A_3,5,117-01,10:44:00,10:44:00
K2A_3,6,118-01,10:46:00,10:46:00
K2A_3,7,119-01,10:47:00,10:47:00
K2A_3,8,120-01,10:48:00,10:48:00
K2A_3,9,121-01,10:50:00,10:50:00
K2A_3,10,144-01,10:51:00,10:51:00
K2A_3,11,105-01,10:52:00,10:52:00
K2A_3,12,106-01,10:54:00,10:54:00
K2A_3,13,107-01,10:56:00,10:56:00
K2A_3,14,108-01,10:58:00,10:58:00
K2A_3,15,109-01,10:59:00,10:59:00
K2A_3,16,110-01,11:00:00,11:00:00
K2A_4,0,112-01,16:30:00,16:30:00
K2A_4,1,113-01,16:31:00,16:31:00
K2A_4,2,114-01,16:32:00,16:32:00
K2A_4,3,115-01,16:34:00,16:34:00
K2A_4,4,116-01,16:36:00,16:36:00
K2A_4,5,117-01,16:39:00,16:39:00
K2A_4,6,118-01,16:41:00,16:41:00
K2A_4,7,119-01,16:42:00,16:42:00
K2A_4,8,120-01,16:43:00,16:43:00
K2A_4,9,121-01,16:45:00,16:45:00
K2A_4,10,144-01,16:46:00,16:46:00
K2A_4,11,105-01,16:47:00,16:47:00
K2A_4,12,106-01,16:49:00,16:49:00
K2A_4,13,107-01,16:51:00,16:51:00
K2A_4,14,108-01,16:53:00,16:53:00
K2A_4,15,109-01,16:54:00,16:54:00
K2A_4,16,110-01,16:55:00,16:55:00
K2A_5,0,112-01,17:00:00,17:00:00
K2A_5,1,113-01,17:01:00,17:01:00
K2A_5,2,114-01,17:02:00,17:02:00
K2A_5,3,115-01,17:04:00,17:04:00
K2A_5,4,116-01,17:06:00,17:06:00
K2A_5,5,117-01,17:09:00,17:09:00
K2A_5,6,118-01,17:11:00,17:11:00
K2A_5,7,119-01,17:12:00,17:12:00
K2A_5,8,120-01,17:13:00,17:13:00
K2A_5,9,121-01,17:15:00,17:15:00
K2A_5,10,144-01,17:16:00,17:16:00
K2A_5,11,105-01,17:17:00,17:17:00
K2A_5,12,106-01,17:19:00,17:19:00
K2A_5,13,107-01,17:21:00,17:21:00
K2A_5,14,108-01,17:23:00,17:23:00
K2A_5,15,109-01,17:24:00,17:24:00
K2A_5,16,110-01,17:25:00,17:25:00
K2B_1,0,110-02,09:30:00,09:30:00
K2B_1,1,109-02,09:31:00,09:31:00
K2B_1,2,108-02,09:32:00,09:32:00
K2B_1,3,107-02,09:35:00,09:35:00
K2B_1,4,106-02,09:37:00,09:37:00
K2B_1,5,105-02,09:39:00,09:39:00
K2B_1,6,144-02,09:40:00,09:40:00
K2B_1,7,121-02,09:41:00,09:41:00
K2B_1,8,120-02,09:43:00,09:43:00
K2B_1,9,119-02,09:44:00,09:44:00
K2B_1,10,118-02,09:45:00,09:45:00
K2B_1,11,117-02,09:47:00,09:47:00
K2B_1,12,116-02,09:49:00,09:49:00
K2B_1,13,115-02,09:51:00,09:51:00
K2B_1,14,114-02,09:53:00,09:53:00
K2B_1,15,113-02,09:54:00,09:54:00
K2B_1,16,112-02,09:55:00,09:55:00
K2B_2,0,110-02,10:05:00,10:05:00
K2B_2,1,109-02,10:06:00,10:06:00
K2B_2,2,108-02,10:07:00,10:07:00
K2B_2,3,107-02,10:09:00,10:09:00
K2B_2,4,106-02,10:11:00,10:11:00
K2B_2,5,105-02,10:14:00,10:14:00
K2B_2,6,144-02,10:15:00,10:15:00
K2B_2,7,121-02,10:16:00,10:16:00
K2B_2,8,120-02,10:18:00,10:18:00
K2B_2,9,119-02,10:19:00,10:19:00
K2B_2,10,118-02,10:20:00,10:20:00
K2B_2,11,117-02,10:22:00,10:22:00
K2B_2,12,116-02,10:24:00,10:24:00
K2B_2,13,115-02,10:26:00,10:26:00
K2B_2,14,114-02,10:28:00,10:28:00
K2B_2,15,113-02,10:29:00,10:29:00
K2B_2,16,112-02,10:30:00,10:30:00
K2B_3,0,110-02,16:00:00,16:00:00
K2B_3,1,109-02,16:01:00,16:01:00
K2B_3,2,108-02,16:02:00,16:02:00
K2B_3,3,107-02,16:04:00,16:04:00
K2B_3,4,106-02,16:06:00,16:06:00
K2B_3,5,105-02,16:09:00,16:09:00
K2B_3,6,144-02,16:10:00,16:10:00
K2B_3,7,121-02,16:11:00,16:11:00
K2B_3,8,120-02,16:13:00,16:13:00
K2B_3,9,119-02,16:14:00,16:14:00
K2B_3,10,118-02,16:15:00,16:15:00
K2B_3,11,117-02,16:17:00,16:17:00
K2B_3,12,116-02,16:19:00,16:19:00
K2B_3,13,115-02,16:21:00,16:21:00
K2B_3,14,114-02,16:23:00,16:23:00
K2B_3,15,113-02,16:24:00,16:24:00
K2B_3,16,112-02,16:25:00,16:25:00
K2B_4,0,110-02,16:30:00,16:30:00
K2B_4,1,109-02,16:31:00,16:31:00
K2B_4,2,108-02,16:32:00,16:32:00
K2B_4,3,107-02,16:35:00,16:35:00
K2B_4,4,106-02,16:37:00,16:37:00
K2B_4,5,105-02,16:39:00,16:39:00
K2B_4,6,144-02,16:40:00,16:40:00
K2B_4,7,121-02,16:41:00,16:41:00
K2B_4,8,120-02,16:43:00,16:43:00
K2B_4,9,119-02,16:44:00,16:44:00
K2B_4,10,118-02,16:45:00,16:45:00
K2B_4,11,117-02,16:47:00,16:47:00
K2B_4,12,116-02,16:49:00,16:49:00
K2B_4,13,115-02,16:51:00,16:51:00
K2B_4,14,114-02,16:53:00,16:53:00
K2B_4,15,113-02,16:54:00,16:54:00
K2B_4,16,112-02,16:55:00,16:55:00
K2B_5,0,110-02,18:00:00,18:00:00
K2B_5,1,109-02,18:01:00,18:01:00
K2B_5,2,108-02,18:02:00,18:02:00
K2B_5,3,107-02,18:04:00,18:04:00
K2B_5,4,106-02,18:06:00,18:06:00
K2B_5,5,105-02,18:09:00,18:09:00
K2B_5,6,144-02,18:10:00,18:10:00
K2B_5,7,121-02,18:11:00,18:11:00
K2B_5,8,120-02,18:13:00,18:13:00
K2B_5,9,119-02,18:14:00,18:14:00
K2B_5,10,118-02,18:15:00,18:15:00
K2B_5,11,117-02,18:17:00,18:17:00
K2B_5,12,116-02,18:19:00,18:19:00
K2B_5,13,115-02,18:21:00,18:21:00
K2B_5,14,114-02,18:23:00,18:23:00
K2B_5,15,113-02,18:24:00,18:24:00
K2B_5,16,112-02,18:25:00,18:25:00
K3A_1,0,133-01,06:10:00,06:10:00
K3A_1,1,130-01,06:20:00,06:20:00
K3A_1,2,131-01,06:21:00,06:21:00
K3A_1,3,132-01,06:23:00,06:23:00
K3A_1,4,131-02,06:25:00,06:25:00
K3A_1,5,130-02,06:26:00,06:26:00
K3A_1,6,129-02,06:29:00,06:29:00
K3A_1,7,128-02,06:30:00,06:30:00
K3A_1,8,127-02,06:31:00,06:31:00
K3A_1,9,126-02,06:32:00,06:32:00
K3A_1,10,125-02,06:33:00,06:33:00
K3A_1,11,124-02,06:34:00,06:34:00
K3A_1,12,123-02,06:35:00,06:35:00
K3A_1,13,122-02,06:36:00,06:36:00
K3A_1,14,109-01,06:38:00,06:38:00
K3A_1,15,110-01,06:39:00,06:39:00
K3A_2,0,133-01,08:25:00,08:25:00
K3A_2,1,130-01,08:35:00,08:35:00
K3A_2,2,131-01,08:36:00,08:36:00
K3A_2,3,132-01,08:38:00,08:38:00
K3A_2,4,131-02,08:40:00,08:40:00
K3A_2,5,130-02,08:41:00,08:41:00
K3A_2,6,129-02,08:44:00,08:44:00
K3A_2,7,128-02,08:45:00,08:45:00
K3A_2,8,127-02,08:46:00,08:46:00
K3A_2,9,126-02,08:47:00,08:47:00
K3A_2,10,125-02,08:48:00,08:48:00
K3A_2,11,124-02,08:49:00,08:49:00
K3A_2,12,123-02,08:50:00,08:50:00
K3A_2,13,122-02,08:51:00,08:51:00
K3A_2,14,109-01,08:53:00,08:53:00
K3A_2,15,110-01,08:54:00,08:54:00
K3A_3,0,133-01,09:30:00,09:30:00
K3A_3,1,130-01,09:40:00,09:40:00
K3A_3,2,131-01,09:41:00,09:41:00
K3A_3,3,132-01,09:43:00,09:43:00
K3A_3,4,131-02,09:45:00,09:45:00
K3A_3,5,130-02,09:46:00,09:46:00
K3A_3,6,129-02,09:49:00,09:49:00
K3A_3,7,128-02,09:50:00,09:50:00
K3A_3,8,127-02,09:51:00,09:51:00
K3A_3,9,126-02,09:52:00,09:52:00
K3A_3,10,125-02,09:53:00,09:53:00
K3A_3,11,124-02,09:54:00,09:54:00
K3A_3,12,123-02,09:55:00,09:55:00
K3A_3,13,122-02,09:56:00,09:56:00
K3A_3,14,109-01,09:58:00,09:58:00
K3A_3,15,110-01,09:59:00,09:59:00
K3A_4,0,133-01,14:55:00,14:55:00
K3A_4,1,130-01,15:05:00,15:05:00
K3A_4,2,131-01,15:06:00,15:06:00
K3A_4,3,132-01,15:08:00,15:08:00
K3A_4,4,131-02,15:10:00,15:10:00
K3A_4,5,130-02,15:11:00,15:11:00
K3A_4,6,129-02,15:14:00,15:14:00
K3A_4,7,128-02,15:15:00,15:15:00
K3A_4,8,127-02,15:16:00,15:16:00
K3A_4,9,126-02,15:17:00,15:17:00
K3A_4,10,125-02,15:18:00,15:18:00
K3A_4,11,124-02,15:19:00,15:19:00
K3A_4,12,123-02,15:20:00,15:20:00
K3A_4,13,122-02,15:21:00,15:21:00
K3A_4,14,109-01,15:23:00,15:23:00
K3A_4,15,110-01,15:23:00,15:23:00
K3A_5,0,133-01,17:20:00,17:20:00
K3A_5,1,130-01,17:30:00,17:30:00
K3A_5,2,131-01,17:31:00,17:31:00
K3A_5,3,132-01,17:33:00,17:33:00
K3A_5,4,131-02,17:35:00,17:35:00
K3A_5,5,130-02,17:36:00,17:36:00
K3A_5,6,129-02,17:39:00,17:39:00
K3A_5,7,128-02,17:40:00,17:40:00
K3A_5,8,127-02,17:41:00,17:41:00
K3A_5,9,126-02,17:42:00,17:42:00
K3A_5,10,125-02,17:43:00,17:43:00
K3A_5,11,124-02,17:44:00,17:44:00
K3A_5,12,123-02,17:45:00,17:45:00
K3A_5,13,122-02,17:46:00,17:46:00
K3A_5,14,109-01,17:48:00,17:48:00
K3A_5,15,110-01,17:49:00,17:49:00
K3B_1,0,110-02,05:40:00,05:40:00
K3B_1,1,109-02,05:41:00,05:41:00
K3B_1,2,122-01,05:43:00,05:43:00
K3B_1,3,123-01,05:44:00,05:44:00
K3B_1,4,124-01,05:45:00,05:45:00
K3B_1,5,125-01,05:46:00,05:46:00
K3B_1,6,126-01,05:47:00,05:47:00
K3B_1,7,127-01,05:48:00,05:48:00
K3B_1,8,128-01,05:49:00,05:49:00
K3B_1,9,129-01,05:50:00,05:50:00
K3B_1,10,130-01,05:53:00,05:53:00
K3B_1,11,131-01,05:54:00,05:54:00
K3B_1,12,132-01,05:56:00,05:56:00
K3B_1,13,131-02,05:58:00,05:58:00
K3B_1,14,130-02,05:59:00,05:59:00
K3B_1,15,133-02,06:09:00,06:09:00
K3B_2,0,110-02,07:50:00,07:50:00
K3B_2,1,109-02,07:51:00,07:51:00
K3B_2,2,122-01,07:53:00,07:53:00
K3B_2,3,123-01,07:54:00,07:54:00
K3B_2,4,124-01,07:55:00,07:55:00
K3B_2,5,125-01,07:56:00,07:56:00
K3B_2,6,126-01,07:57:00,07:57:00
K3B_2,7,127-01,07:58:00,07:58:00
K3B_2,8,128-01,07:59:00,07:59:00
K3B_2,9,129-01,08:00:00,08:00:00
K3B_2,10,130-01,08:03:00,08:03:00
K3B_2,11,131-01,08:04:00,08:04:00
K3B_2,12,132-01,08:06:00,08:06:00
K3B_2,13,131-02,08:08:00,08:08:00
K3B_2,14,130-02,08:09:00,08:09:00
K3B_2,15,133-02,08:19:00,08:19:00
K3B_3,0,110-02,09:00:00,09:00:00
K3B_3,1,109-02,09:01:00,09:01:00
K3B_3,2,122-01,09:03:00,09:03:00
K3B_3,3,123-01,09:04:00,09:04:00
K3B_3,4,124-01,09:05:00,09:05:00
K3B_3,5,125-01,09:06:00,09:06:00
K3B_3,6,126-01,09:07:00,09:07:00
K3B_3,7,127-01,09:08:00,09:08:00
K3B_3,8,128-01,09:09:00,09:09:00
K3B_3,9,129-01,09:10:00,09:10:00
K3B_3,10,130-01,09:13:00,09:13:00
K3B_3,11,131-01,09:14:00,09:14:00
K3B_3,12,132-01,09:16:00,09:16:00
K3B_3,13,131-02,09:18:00,09:18:00
K3B_3,14,130-02,09:19:00,09:19:00
K3B_3,15,133-02,09:29:00,09:29:00
K3B_4,0,110-02,14:20:00,14:20:00
K3B_4,1,109-02,14:21:00,14:21:00
K3B_4,2,122-01,14:23:00,14:23:00
K3B_4,3,123-01,14:24:00,14:24:00
K3B_4,4,124-01,14:25:00,14:25:00
K3B_4,5,125-01,14:26:00,14:26:00
K3B_4,6,126-01,14:27:00,14:27:00
K3B_4,7,127-01,14:28:00,14:28:00
K3B_4,8,128-01,14:29:00,14:29:00
K3B_4,9,129-01,14:30:00,14:30:00
K3B_4,10,130-01,14:33:00,14:33:00
K3B_4,11,131-01,14:34:00,14:34:00
K3B_4,12,132-01,14:36:00,14:36:00
K3B_4,13,131-02,14:38:00,14:38:00
K3B_4,14,130-02,14:39:00,14:39:00
K3B_4,15,133-02,14:49:00,14:49:00
K3B_5,0,110-02,16:50:00,16:50:00
K3B_5,1,109-02,16:51:00,16:51:00
K3B_5,2,122-01,16:53:00,16:53:00
K3B_5,3,123-01,16:54:00,16:54:00
K3B_5,4,124-01,16:55:00,16:55:00
K3B_5,5,125-01,16:56:00,16:56:00
K3B_5,6,126-01,16:57:00,16:57:00
K3B_5,7,127-01,16:58:00,16:58:00
K3B_5,8,128-01,16:59:00,16:59:00
K3B_5,9,129-01,17:00:00,17:00:00
K3B_5,10,130-01,17:03:00,17:03:00
K3B_5,11,131-01,17:04:00,17:04:00
K3B_5,12,132-01,17:06:00,17:06:00
K3B_5,13,131-02,17:08:00,17:08:00
K3B_5,14,130-02,17:09:00,17:09:00
K3B_5,15,133-02,17:19:00,17:19:00
K4A_1,0,134-01,06:10:00,06:10:00
K4A_1,1,135-01,06:11:00,06:11:00
K4A_1,2,136-01,06:12:00,06:12:00
K4A_1,3,137-01,06:13:00,06:13:00
K4A_1,4,138-01,06:14:00,06:14:00
K4A_1,5,139-01,06:15:00,06:15:00
K4A_1,6,140-01,06:16:00,06:16:00
K4A_1,7,129-03,06:17:00,06:17:00
K4A_1,8,141-01,06:18:00,06:18:00
K4A_1,9,142-01,06:19:00,06:19:00
K4A_1,10,143-01,06:21:00,06:21:00
K4A_1,11,142-02,06:22:00,06:22:00
K4A_1,12,141-02,06:23:00,06:23:00
K4A_1,13,129-02,06:25:00,06:25:00
K4A_1,14,128-02,06:26:00,06:26:00
K4A_1,15,127-02,06:27:00,06:27:00
K4A_1,16,126-02,06:28:00,06:28:00
K4A_1,17,125-02,06:29:00,06:29:00
K4A_1,18,124-02,06:30:00,06:30:00
K4A_1,19,123-02,06:31:00,06:31:00
K4A_1,20,122-02,06:32:00,06:32:00
K4A_1,21,109-01,06:34:00,06:34:00
K4A_1,22,110-01,06:35:00,06:35:00
K4A_2,0,134-01,09:00:00,09:00:00
K4A_2,1,135-01,09:01:00,09:01:00
K4A_2,2,136-01,09:02:00,09:02:00
K4A_2,3,137-01,09:03:00,09:03:00
K4A_2,4,138-01,09:04:00,09:04:00
K4A_2,5,139-01,09:05:00,09:05:00
K4A_2,6,140-01,09:06:00,09:06:00
K4A_2,7,129-03,09:07:00,09:07:00
K4A_2,8,141-01,09:08:00,09:08:00
K4A_2,9,142-01,09:09:00,09:09:00
K4A_2,10,143-01,09:11:00,09:11:00
K4A_2,11,142-02,09:12:00,09:12:00
K4A_2,12,141-02,09:13:00,09:13:00
K4A_2,13,129-02,09:15:00,09:15:00
K4A_2,14,128-02,09:16:00,09:16:00
K4A_2,15,127-02,09:17:00,09:17:00
K4A_2,16,126-02,09:18:00,09:18:00
K4A_2,17,125-02,09:19:00,09:19:00
K4A_2,18,124-02,09:20:00,09:20:00
K4A_2,19,123-02,09:21:00,09:21:00
K4A_2,20,122-02,09:22:00,09:22:00
K4A_2,21,109-01,09:24:00,09:24:00
K4A_2,22,110-01,09:25:00,09:25:00
K4A_3,0,134-01,09:30:00,09:30:00
K4A_3,1,135-01,09:31:00,09:31:00
K4A_3,2,136-01,09:32:00,09:32:00
K4A_3,3,137-01,09:33:00,09:33:00
K4A_3,4,138-01,09:34:00,09:34:00
K4A_3,5,139-01,09:35:00,09:35:00
K4A_3,6,140-01,09:36:00,09:36:00
K4A_3,7,129-03,09:37:00,09:37:00
K4A_3,8,141-01,09:38:00,09:38:00
K4A_3,9,142-01,09:39:00,09:39:00
K4A_3,10,143-01,09:41:00,09:41:00
K4A_3,11,142-02,09:42:00,09:42:00
K4A_3,12,141-02,09:43:00,09:43:00
K4A_3,13,129-02,09:45:00,09:45:00
K4A_3,14,128-02,09:46:00,09:46:00
K4A_3,15,127-02,09:47:00,09:47:00
K4A_3,16,126-02,09:48:00,09:48:00
K4A_3,17,125-02,09:49:00,09:49:00
K4A_3,18,124-02,09:50:00,09:50:00
K4A_3,19,123-02,09:51:00,09:51:00
K4A_3,20,122-02,09:52:00,09:52:00
K4A_3,21,109-01,09:54:00,09:54:00
K4A_3,22,110-01,09:55:00,09:55:00
K4A_4,0,134-01,15:30:00,15:30:00
K4A_4,1,135-01,15:31:00,15:31:00
K4A_4,2,136-01,15:32:00,15:32:00
K4A_4,3,137-01,15:33:00,15:33:00
K4A_4,4,138-01,15:34:00,15:34:00
K4A_4,5,139-01,15:35:00,15:35:00
K4A_4,6,140-01,15:36:00,15:36:00
K4A_4,7,129-03,15:37:00,15:37:00
K4A_4,8,141-01,15:38:00,15:38:00
K4A_4,9,142-01,15:39:00,15:39:00
K4A_4,10,143-01,15:41:00,15:41:00
K4A_4,11,142-02,15:42:00,15:42:00
K4A_4,12,141-02,15:43:00,15:43:00
K4A_4,13,129-02,15:45:00,15:45:00
K4A_4,14,128-02,15:46:00,15:46:00
K4A_4,15,127-02,15:47:00,15:47:00
K4A_4,16,126-02,15:48:00,15:48:00
K4A_4,17,125-02,15:49:00,15:49:00
K4A_4,18,124-02,15:50:00,15:50:00
K4A_4,19,123-02,15:51:00,15:51:00
K4A_4,20,122-02,15:52:00,15:52:00
K4A_4,21,109-01,15:54:00,15:54:00
K4A_4,22,110-01,15:55:00,15:55:00
K4A_5,0,134-01,16:00:00,16:00:00
K4A_5,1,135-01,16:01:00,16:01:00
K4A_5,2,136-01,16:02:00,16:02:00
K4A_5,3,137-01,16:03:00,16:03:00
K4A_5,4,138-01,16:04:00,16:04:00
K4A_5,5,139-01,16:05:00,16:05:00
K4A_5,6,140-01,16:06:00,16:06:00
K4A_5,7,129-03,16:07:00,16:07:00
K4A_5,8,141-01,16:08:00,16:08:00
K4A_5,9,142-01,16:09:00,16:09:00
K4A_5,10,143-01,16:11:00,16:11:00
K4A_5,11,142-02,16:12:00,16:12:00
K4A_5,12,141-02,16:13:00,16:13:00
K4A_5,13,129-02,16:15:00,16:15:00
K4A_5,14,128-02,16:16:00,16:16:00
K4A_5,15,127-02,16:17:00,16:17:00
K4A_5,16,126-02,16:18:00,16:18:00
K4A_5,17,125-02,16:19:00,16:19:00
K4A_5,18,124-02,16:20:00,16:20:00
K4A_5,19,123-02,16:21:00,16:21:00
K4A_5,20,122-02,16:22:00,16:22:00
K4A_5,21,109-01,16:24:00,16:24:00
K4A_5,22,110-01,16:25:00,16:25:00
K4B_1,0,110-02,08:30:00,08:30:00
K4B_1,1,109-02,08:31:00,08:31:00
K4B_1,2,122-01,08:33:00,08:33:00
K4B_1,3,123-01,08:34:00,08:34:00
K4B_1,4,124-01,08:35:00,08:35:00
K4B_1,5,125-01,08:36:00,08:36:00
K4B_1,6,126-01,08:37:00,08:37:00
K4B_1,7,127-01,08:38:00,08:38:00
K4B_1,8,128-01,08:39:00,08:39:00
K4B_1,9,129-03,08:40:00,08:40:00
K4B_1,10,141-01,08:42:00,08:42:00
K4B_1,11,142-01,08:43:00,08:43:00
K4B_1,12,143-01,08:45:00,08:45:00
K4B_1,13,142-02,08:46:00,08:46:00
K4B_1,14,141-02,08:47:00,08:47:00
K4B_1,15,129-04,08:48:00,08:48:00
K4B_1,16,140-02,08:49:00,08:49:00
K4B_1,17,139-02,08:50:00,08:50:00
K4B_1,18,138-02,08:51:00,08:51:00
K4B_1,19,137-02,08:52:00,08:52:00
K4B_1,20,136-02,08:53:00,08:53:00
K4B_1,21,135-02,08:54:00,08:54:00
K4B_1,22,134-01,08:55:00,08:55:00
K4B_2,0,110-02,09:00:00,09:00:00
K4B_2,1,109-02,09:01:00,09:01:00
K4B_2,2,122-01,09:03:00,09:03:00
